url,domain,title,language,category,topic_tags,author,published_date,last_checked,summary,authority_signal,paywall,notes
https://www.lupa.cz/aktuality/openai-uvedla-prohlizec-chatgpt-atlas-s-integrovanymi-ai-funkcemi-a-pameti/,lupa.cz,OpenAI uvedla prohlížeč ChatGPT Atlas,cs,news,atlas;chatgpt;cs,Lupa.cz,2025-10,2026-05-08,,industry-leader,no,
https://www.lupa.cz/clanky/jak-naucit-chatgpt-pocitat-pracovat-s-dokumenty-dat-mu-zrak-nebo-pristup-k-internetu/,lupa.cz,Jak naučit ChatGPT práce s dokumenty,cs,news,chatgpt;tutorial;cs,Lupa.cz,2024,2026-05-08,,industry-leader,no,
https://www.lupa.cz/aktuality/openai-se-pousti-do-vyhledavani-testuje-searchgpt-prototyp-ai-vyhledavace/,lupa.cz,OpenAI testuje SearchGPT prototyp,cs,news,searchgpt;chatgpt;cs,Lupa.cz,2024,2026-05-08,,industry-leader,no,
https://www.lupa.cz/aktuality/ceska-odpoved-na-chatgpt-je-zde-seznam-spustil-asistenta-chatbota-pohaneneho-umelou-inteligenci/,lupa.cz,Seznam Asistent: česká odpověď na ChatGPT,cs,news,seznam;asistent;cs,Lupa.cz,2024,2026-05-08,,industry-leader,no,
https://www.lupa.cz/n/chatgpt/,lupa.cz,ChatGPT tag archive Lupa,cs,news,chatgpt;cs;archive,Lupa.cz,2026,2026-05-08,,industry-leader,no,
https://www.lupa.cz/aktuality/prepis-hovoru-chytrejsi-siri-i-ai-v-e-mailu-apple-oznamil-ai-novinky-vcetne-integrace-chatgpt/,lupa.cz,Apple Intelligence integrace ChatGPT,cs,news,apple;chatgpt;cs,Lupa.cz,2024-06,2026-05-08,,industry-leader,no,
https://www.lupa.cz/clanky/google-spousti-v-cesku-ai-mode-vyhledavani-uz-nikdy-nebude-stejne/,lupa.cz,Google spouští v Česku AI Mode,cs,news,ai-mode;cs,Lupa.cz,2026,2026-05-08,Klíčové CZ news,industry-leader,no,
https://www.mediar.cz/budoucnosti-seo-je-generativni-vyhledavani-ai/,mediar.cz,Budoucnost SEO je generativní vyhledávání AI,cs,news,seo;ai-search;cs,Mediar,2025,2026-05-08,Top CZ media coverage,industry-leader,no,
https://www.mediar.cz/seo-v-ere-ai-jak-se-meni-boj-o-prvni-pozice/,mediar.cz,SEO v éře AI: jak se mění boj o první pozice,cs,news,seo;ai;cs,Mediar,2025,2026-05-08,,industry-leader,no,
https://www.mediar.cz/proc-ai-seo-prinasi-mene-kliku-ale-kvalitnejsi-navstevnost/,mediar.cz,Proč AI SEO přináší méně kliků ale kvalitnější návštěvnost,cs,news,ai-seo;cs,Mediar,2025,2026-05-08,,industry-leader,no,
https://www.zive.cz/clanky/take-seznam-uz-meni-vyhledavac-za-aiodpovidani-seznam-asistent-je-jako-chatgpt-a-zdarma/sc-3-a-237872/default.aspx,zive.cz,Seznam mění vyhledávač AI Asistent ChatGPT zdarma,cs,news,seznam;asistent;ai;cs,Živě.cz,2025,2026-05-08,,industry-leader,no,
https://www.itbiz.cz/google-v-cesku-spustil-pokrocile-vyhledavani-s-vyuzitim-ai/,itbiz.cz,Google v Česku spustil pokročilé vyhledávání AI,cs,news,google;ai;cs,ITBiz,2025,2026-05-08,,industry-leader,no,
https://svetprumyslu.cz/czech-on-line-expo-2026-nejvetsi-akce-roku-v-ceskem-digitalu-a-online-byznysu-se-blizi/,svetprumyslu.cz,Czech On-line Expo 2026 největší akce roku,cs,news,event;cs;digital,Svět průmyslu,2026,2026-05-08,,industry-leader,no,
https://www.mediaguru.cz/clanky/2025/03/google-v-evrope-nasadil-do-vyhledavani-odpovedi-od-ai/,mediaguru.cz,Google v Evropě nasadil AI odpovědi vyhledávání,cs,news,google;ai;eu;cs,MediaGuru,2025-03,2026-05-08,,industry-leader,no,
https://www.mediaguru.cz/clanky/2025/05/chatgpt-zkousi-konkurovat-nakupni-sekci-googlu/,mediaguru.cz,ChatGPT zkouší konkurovat nákupní sekci Googlu,cs,news,chatgpt;shopping;cs,MediaGuru,2025-05,2026-05-08,,industry-leader,no,
https://www.mediaguru.cz/clanky/2025/12/ai-uz-meni-svet-medii-v-roce-2026-muze-byt-na-rade-reklama,mediaguru.cz,AI mění svět médií 2026 reklama,cs,news,ai;media;reklama;cs,MediaGuru,2025-12,2026-05-08,,industry-leader,no,
https://www.mediaguru.cz/clanky/2025/05/google-zavadi-prehled-ve-vyhledavani-generovany-ai-i-do-ceska/,mediaguru.cz,Google zavádí AI přehled vyhledávání ČR,cs,news,google;ai-overviews;cs,MediaGuru,2025-05,2026-05-08,,industry-leader,no,
https://www.mediaguru.cz/clanky/2025/07/cast-vydavatelu-zaluje-google-kvuli-prehledum-ai,mediaguru.cz,Část vydavatelů žaluje Google kvůli AI přehledům,cs,news,google;publishers;legal;cs,MediaGuru,2025-07,2026-05-08,,industry-leader,no,
https://www.mediaguru.cz/ecomail-propojuje-e-mail-marketing-s-ai-napoji-chatgpt-i-claude,mediaguru.cz,Ecomail propojuje e-mail marketing s AI ChatGPT Claude,cs,news,ecomail;ai;cs,MediaGuru,2025,2026-05-08,,industry-leader,no,
https://www.mediaguru.cz/clanky/2025/01/vydavatele-se-obavaji-poklesu-navstevnosti-kvuli-ai-ve-vyhledavani,mediaguru.cz,Vydavatelé obávají poklesu návštěvnosti AI vyhledávání,cs,news,publishers;ai-search;cs,MediaGuru,2025-01,2026-05-08,,industry-leader,no,
https://www.mediaguru.cz/clanky/2025/09/chatgpt-berou-uzivatele-spis-jako-radce-nez-pracanta,mediaguru.cz,ChatGPT berou uživatelé jako rádce ne pracanta,cs,news,chatgpt;usage;cs,MediaGuru,2025-09,2026-05-08,,industry-leader,no,
https://www.mediaguru.cz/clanky/2025/08/budoucnost-vyhledavani-jak-ai-meni-seo-i-performance-marketing/,mediaguru.cz,Budoucnost vyhledávání AI mění SEO performance,cs,news,ai;seo;performance;cs,MediaGuru,2025-08,2026-05-08,,industry-leader,no,
