url,domain,title,language,category,topic_tags,author,published_date,last_checked,summary,authority_signal,paywall,notes
https://podcasts.apple.com/cz/podcast/ecommerce-bridge/id1440529490,podcasts.apple.com,Ecommerce Bridge Apple Podcasts CZ,cs,podcast,podcast;ecommerce;cs,Ecommerce Bridge,2026,2026-05-08,,industry-leader,no,
https://www.ecommercebridge.cz/ecommerce-bridge-update-18-2026/,ecommercebridge.cz,Ecommerce Bridge UPDATE 18/2026,cs,podcast,podcast;ecommerce;cs,Ecommerce Bridge,2026,2026-05-08,,industry-leader,no,
https://www.ecommercebridge.cz/ecommerce-bridge-update-15-2026/,ecommercebridge.cz,Ecommerce Bridge UPDATE 15/2026,cs,podcast,podcast;ecommerce;cs,Ecommerce Bridge,2026,2026-05-08,,industry-leader,no,
https://www.ecommercebridge.cz/ecommerce-bridge-update-9-2026/,ecommercebridge.cz,Ecommerce Bridge UPDATE 9/2026,cs,podcast,podcast;ecommerce;cs,Ecommerce Bridge,2026,2026-05-08,,industry-leader,no,
https://www.ecommercebridge.cz/ecommerce-bridge-update-7-2026/,ecommercebridge.cz,Ecommerce Bridge UPDATE 7/2026,cs,podcast,podcast;ecommerce;cs,Ecommerce Bridge,2026,2026-05-08,,industry-leader,no,
https://www.ecommercebridge.cz/ecommerce-bridge-update-17-2026/,ecommercebridge.cz,Ecommerce Bridge UPDATE 17/2026,cs,podcast,podcast;ecommerce;cs,Ecommerce Bridge,2026,2026-05-08,,industry-leader,no,
https://developers.google.com/search/podcasts/search-off-the-record,developers.google.com,Search Off The Record SEO Podcast Google,en,podcast,google;search;podcast,Google,2026,2026-05-08,Oficiální Google podcast,original-research,no,
https://podcasts.apple.com/us/podcast/search-off-the-record/id1512522198,podcasts.apple.com,Search Off the Record Apple Podcasts,en,podcast,google;podcast,Google,2026,2026-05-08,,original-research,no,
https://search-off-the-record.libsyn.com/,search-off-the-record.libsyn.com,Search Off The Record Libsyn,en,podcast,google;podcast,Google,2026,2026-05-08,,original-research,no,
https://open.spotify.com/show/0wJdllV5ZK2FSxguDqQZKm,open.spotify.com,Search Off the Record Spotify,en,podcast,google;podcast,Google,2026,2026-05-08,,original-research,no,
https://www.youtube.com/playlist?list=PLKoqnv2vTMUMxMs2PdBlDULqybdlPZxrk,youtube.com,Search Off the Record YouTube playlist,en,podcast,google;podcast;youtube,Google,2026,2026-05-08,,original-research,no,
https://edgeofthewebradio.com/marketing-concepts/will-critchlow/,edgeofthewebradio.com,Will Critchlow CEO SearchPilot Edge of the Web,en,podcast,will-critchlow;podcast,Edge of the Web,2025,2026-05-08,,industry-leader,no,
https://open.spotify.com/show/4tFYPk3RmdTfMKG6u074TS,open.spotify.com,Search Engine Roundtable Podcast,en,podcast,seoroundtable;podcast,Barry Schwartz,2026,2026-05-08,,industry-leader,no,
https://www.marketingspeak.com/what-ai-really-thinks-of-your-brand-with-dan-petrovic/,marketingspeak.com,What AI Really Thinks of Brand Dan Petrovic,en,podcast,dan-petrovic;podcast,Marketing Speak,2025,2026-05-08,,industry-leader,no,
https://podcast.digichef.cz/e/%F0%9F%8E-naloz-seo-novinek-unor25,podcast.digichef.cz,Digichef Podcast Nálož SEO novinek únor25,cs,podcast,digichef;cs;seo,Digichef,2025-02,2026-05-08,,industry-leader,no,
https://podcast.digichef.cz/e/%F0%9F%8E-naloz-seo-novinek-listopad24-digichef-podcast,podcast.digichef.cz,Digichef Podcast SEO novinek listopad24,cs,podcast,digichef;cs;seo,Digichef,2024-11,2026-05-08,,industry-leader,no,
https://podcasty.seznam.cz/podcast/digichef-podcast/naloz-seo-novinek-unor25-digichef-podcast-437144,podcasty.seznam.cz,Digichef Podcast Seznam Podcasty,cs,podcast,digichef;cs;seznam,Digichef,2025,2026-05-08,,industry-leader,no,
https://digichef.podbean.com/,digichef.podbean.com,Digichef Podcast Podbean,cs,podcast,digichef;cs;podcast,Digichef,2026,2026-05-08,Hub,industry-leader,no,
https://www.animalz.co/blog/podcast-ai-content-season-wrap-up/,animalz.co,Yes Value in AI & Content Season Wrap-up,en,podcast,animalz;podcast;ai-content,Animalz,2025,2026-05-08,,industry-leader,no,
https://www.animalz.co/blog/ai-content-season-intro-podcast,animalz.co,Animalz Podcast Returns AI & Content Season Intro,en,podcast,animalz;podcast;ai-content,Animalz,2025,2026-05-08,,industry-leader,no,
https://www.youtube.com/watch?v=_vC4X5RcSI4,youtube.com,AI Search Optimisation 2025 what works hype YouTube,en,podcast,youtube;ai-search,Sean Begg Flint,2025,2026-05-08,,industry-leader,no,
https://www.youtube.com/watch?v=QkBQBQRTtJU,youtube.com,Dawn Anderson NLP Google BERT Page 2 Podcast,en,podcast,dawn-anderson;youtube;bert,Dawn Anderson,2024,2026-05-08,,industry-leader,no,
https://www.spreaker.com/episode/dawn-anderson-ai-search-bert-nlp-machine-learning--18452789,spreaker.com,Dawn Anderson AI Search BERT NLP ML,en,podcast,dawn-anderson;podcast,Dawn Anderson,2024,2026-05-08,,industry-leader,no,
https://www.fuqua.duke.edu/podcast/how-do-700-million-people-use-ChatGPT,fuqua.duke.edu,How Do 700M People Use ChatGPT Fuqua Insights,en,podcast,duke;chatgpt;research,Duke Fuqua,2025,2026-05-08,,industry-leader,no,
